date,year,month,snowfall
1940-01,1940,1,29.7
1940-02,1940,2,38.9
1940-03,1940,3,35.1
1940-04,1940,4,10.4
1940-05,1940,5,0
1940-06,1940,6,0
1940-07,1940,7,0
1940-08,1940,8,0
1940-09,1940,9,0
1940-10,1940,10,0
1940-11,1940,11,42.2
1940-12,1940,12,11.9
1941-01,1941,1,41.7
1941-02,1941,2,27.4
1941-03,1941,3,26.2
1941-04,1941,4,0
1941-05,1941,5,0
1941-06,1941,6,0
1941-07,1941,7,0
1941-08,1941,8,0
1941-09,1941,9,0
1941-10,1941,10,0
1941-11,1941,11,0
1941-12,1941,12,16
1942-01,1942,1,11.9
1942-02,1942,2,33.5
1942-03,1942,3,14.2
1942-04,1942,4,14
1942-05,1942,5,0
1942-06,1942,6,0
1942-07,1942,7,0
1942-08,1942,8,0
1942-09,1942,9,0
1942-10,1942,10,0
1942-11,1942,11,14.5
1942-12,1942,12,37.1
1943-01,1943,1,68.3
1943-02,1943,2,20.3
1943-03,1943,3,23.9
1943-04,1943,4,20.3
1943-05,1943,5,0
1943-06,1943,6,0
1943-07,1943,7,0
1943-08,1943,8,0
1943-09,1943,9,0
1943-10,1943,10,0
1943-11,1943,11,4.1
1943-12,1943,12,2.8
1944-01,1944,1,6.6
1944-02,1944,2,49.5
1944-03,1944,3,30
1944-04,1944,4,17
1944-05,1944,5,0
1944-06,1944,6,0
1944-07,1944,7,0
1944-08,1944,8,0
1944-09,1944,9,0
1944-10,1944,10,0
1944-11,1944,11,10.7
1944-12,1944,12,92.5
1945-01,1945,1,45.7
1945-02,1945,2,30.2
1945-03,1945,3,3.3
1945-04,1945,4,10.9
1945-05,1945,5,0
1945-06,1945,6,0
1945-07,1945,7,0
1945-08,1945,8,0
1945-09,1945,9,0
1945-10,1945,10,0
1945-11,1945,11,12.7
1945-12,1945,12,18.5
1946-01,1946,1,56.6
1946-02,1946,2,54.6
1946-03,1946,3,1.5
1946-04,1946,4,3.3
1946-05,1946,5,0
1946-06,1946,6,0
1946-07,1946,7,0
1946-08,1946,8,0
1946-09,1946,9,0
1946-10,1946,10,0
1946-11,1946,11,13
1946-12,1946,12,24.1
1947-01,1947,1,59.9
1947-02,1947,2,25.1
1947-03,1947,3,36.6
1947-04,1947,4,12.7
1947-05,1947,5,0.5
1947-06,1947,6,0
1947-07,1947,7,0
1947-08,1947,8,0
1947-09,1947,9,0
1947-10,1947,10,0
1947-11,1947,11,13
1947-12,1947,12,34.5
1948-01,1948,1,37.1
1948-02,1948,2,48.5
1948-03,1948,3,16.3
1948-04,1948,4,0.3
1948-05,1948,5,0
1948-06,1948,6,0
1948-07,1948,7,0
1948-08,1948,8,0
1948-09,1948,9,0
1948-10,1948,10,0
1948-11,1948,11,0
1948-12,1948,12,42.2
1949-01,1949,1,21.8
1949-02,1949,2,30.5
1949-03,1949,3,32.5
1949-04,1949,4,1.3
1949-05,1949,5,0
1949-06,1949,6,0
1949-07,1949,7,0
1949-08,1949,8,0
1949-09,1949,9,0
1949-10,1949,10,0
1949-11,1949,11,22.6
1949-12,1949,12,10.9
1950-01,1950,1,41.7
1950-02,1950,2,70.9
1950-03,1950,3,29.7
1950-04,1950,4,1.8
1950-05,1950,5,0
1950-06,1950,6,0
1950-07,1950,7,0
1950-08,1950,8,0
1950-09,1950,9,0
1950-10,1950,10,0
1950-11,1950,11,57.2
1950-12,1950,12,3.6
1951-01,1951,1,28.7
1951-02,1951,2,20.8
1951-03,1951,3,23.9
1951-04,1951,4,0
1951-05,1951,5,0
1951-06,1951,6,0
1951-07,1951,7,0
1951-08,1951,8,0
1951-09,1951,9,0
1951-10,1951,10,0
1951-11,1951,11,34
1951-12,1951,12,71.1
1952-01,1952,1,45.5
1952-02,1952,2,19.1
1952-03,1952,3,7.9
1952-04,1952,4,0.3
1952-05,1952,5,0
1952-06,1952,6,0
1952-07,1952,7,0
1952-08,1952,8,0
1952-09,1952,9,0
1952-10,1952,10,2.3
1952-11,1952,11,0
1952-12,1952,12,9.1
1953-01,1953,1,16
1953-02,1953,2,19.1
1953-03,1953,3,0.3
1953-04,1953,4,0
1953-05,1953,5,0
1953-06,1953,6,0
1953-07,1953,7,0
1953-08,1953,8,0
1953-09,1953,9,0
1953-10,1953,10,0
1953-11,1953,11,16.8
1953-12,1953,12,14.5
1954-01,1954,1,37.1
1954-02,1954,2,36.8
1954-03,1954,3,30.5
1954-04,1954,4,0
1954-05,1954,5,0
1954-06,1954,6,0
1954-07,1954,7,0
1954-08,1954,8,0
1954-09,1954,9,0
1954-10,1954,10,0
1954-11,1954,11,2.8
1954-12,1954,12,24.1
1955-01,1955,1,31.2
1955-02,1955,2,35.8
1955-03,1955,3,32
1955-04,1955,4,0
1955-05,1955,5,0
1955-06,1955,6,0
1955-07,1955,7,0
1955-08,1955,8,0
1955-09,1955,9,0
1955-10,1955,10,0
1955-11,1955,11,6.1
1955-12,1955,12,44.7
1956-01,1956,1,36.3
1956-02,1956,2,30
1956-03,1956,3,44.5
1956-04,1956,4,12.2
1956-05,1956,5,0
1956-06,1956,6,0
1956-07,1956,7,0
1956-08,1956,8,0
1956-09,1956,9,0
1956-10,1956,10,0
1956-11,1956,11,7.6
1956-12,1956,12,22.1
1957-01,1957,1,42.2
1957-02,1957,2,31
1957-03,1957,3,11.9
1957-04,1957,4,17.8
1957-05,1957,5,0
1957-06,1957,6,0
1957-07,1957,7,0
1957-08,1957,8,0
1957-09,1957,9,0
1957-10,1957,10,0
1957-11,1957,11,0.5
1957-12,1957,12,11.9
1958-01,1958,1,32.8
1958-02,1958,2,19.6
1958-03,1958,3,10.2
1958-04,1958,4,4.6
1958-05,1958,5,0
1958-06,1958,6,0
1958-07,1958,7,0
1958-08,1958,8,0
1958-09,1958,9,0
1958-10,1958,10,0
1958-11,1958,11,28.2
1958-12,1958,12,25.4
1959-01,1959,1,28.2
1959-02,1959,2,46.7
1959-03,1959,3,36.8
1959-04,1959,4,0
1959-05,1959,5,0.5
1959-06,1959,6,0
1959-07,1959,7,0
1959-08,1959,8,0
1959-09,1959,9,0
1959-10,1959,10,0
1959-11,1959,11,15.5
1959-12,1959,12,21.3
1960-01,1960,1,63.5
1960-02,1960,2,63
1960-03,1960,3,42.4
1960-04,1960,4,5.3
1960-05,1960,5,0
1960-06,1960,6,0
1960-07,1960,7,0
1960-08,1960,8,0
1960-09,1960,9,0
1960-10,1960,10,0
1960-11,1960,11,1.8
1960-12,1960,12,14.7
1961-01,1961,1,26.4
1961-02,1961,2,30.2
1961-03,1961,3,42.2
1961-04,1961,4,15
1961-05,1961,5,0
1961-06,1961,6,0
1961-07,1961,7,0
1961-08,1961,8,0
1961-09,1961,9,0
1961-10,1961,10,0
1961-11,1961,11,3.8
1961-12,1961,12,15.2
1962-01,1962,1,26.7
1962-02,1962,2,62
1962-03,1962,3,2.5
1962-04,1962,4,5.3
1962-05,1962,5,0
1962-06,1962,6,0
1962-07,1962,7,0
1962-08,1962,8,0
1962-09,1962,9,0
1962-10,1962,10,2
1962-11,1962,11,1.8
1962-12,1962,12,24.4
1963-01,1963,1,19.6
1963-02,1963,2,16.3
1963-03,1963,3,20.1
1963-04,1963,4,13.2
1963-05,1963,5,1.8
1963-06,1963,6,0
1963-07,1963,7,0
1963-08,1963,8,0
1963-09,1963,9,0
1963-10,1963,10,0
1963-11,1963,11,1.3
1963-12,1963,12,49.5
1964-01,1964,1,15.7
1964-02,1964,2,33.8
1964-03,1964,3,32.3
1964-04,1964,4,10.2
1964-05,1964,5,0
1964-06,1964,6,0
1964-07,1964,7,0
1964-08,1964,8,0
1964-09,1964,9,0
1964-10,1964,10,0
1964-11,1964,11,3.3
1964-12,1964,12,23.9
1965-01,1965,1,55.4
1965-02,1965,2,41.9
1965-03,1965,3,47
1965-04,1965,4,10.4
1965-05,1965,5,0
1965-06,1965,6,0
1965-07,1965,7,0
1965-08,1965,8,0
1965-09,1965,9,0
1965-10,1965,10,1.3
1965-11,1965,11,3.6
1965-12,1965,12,15
1966-01,1966,1,70.9
1966-02,1966,2,13.5
1966-03,1966,3,13.5
1966-04,1966,4,24.6
1966-05,1966,5,1.3
1966-06,1966,6,0
1966-07,1966,7,0
1966-08,1966,8,0
1966-09,1966,9,0
1966-10,1966,10,0
1966-11,1966,11,9.4
1966-12,1966,12,20.3
1967-01,1967,1,49
1967-02,1967,2,48.3
1967-03,1967,3,28.7
1967-04,1967,4,16.3
1967-05,1967,5,0.5
1967-06,1967,6,0
1967-07,1967,7,0
1967-08,1967,8,0
1967-09,1967,9,0
1967-10,1967,10,0
1967-11,1967,11,2.3
1967-12,1967,12,16
1968-01,1968,1,51.1
1968-02,1968,2,7.6
1968-03,1968,3,39.9
1968-04,1968,4,0
1968-05,1968,5,0
1968-06,1968,6,0
1968-07,1968,7,0
1968-08,1968,8,0
1968-09,1968,9,0
1968-10,1968,10,0
1968-11,1968,11,7.6
1968-12,1968,12,50.5
1969-01,1969,1,15
1969-02,1969,2,14
1969-03,1969,3,9.9
1969-04,1969,4,0
1969-05,1969,5,0
1969-06,1969,6,0
1969-07,1969,7,0
1969-08,1969,8,0
1969-09,1969,9,0
1969-10,1969,10,12.2
1969-11,1969,11,3.8
1969-12,1969,12,34.3
1970-01,1970,1,29.5
1970-02,1970,2,15.5
1970-03,1970,3,16.3
1970-04,1970,4,2.8
1970-05,1970,5,0
1970-06,1970,6,0
1970-07,1970,7,0
1970-08,1970,8,0
1970-09,1970,9,0
1970-10,1970,10,0
1970-11,1970,11,4.6
1970-12,1970,12,67.8
1971-01,1971,1,33.5
1971-02,1971,2,42.2
1971-03,1971,3,38.4
1971-04,1971,4,1.3
1971-05,1971,5,0
1971-06,1971,6,0
1971-07,1971,7,0
1971-08,1971,8,0
1971-09,1971,9,0
1971-10,1971,10,0
1971-11,1971,11,14.7
1971-12,1971,12,33.8
1972-01,1972,1,31
1972-02,1972,2,47.5
1972-03,1972,3,40.9
1972-04,1972,4,11.9
1972-05,1972,5,0
1972-06,1972,6,0
1972-07,1972,7,0
1972-08,1972,8,0
1972-09,1972,9,0
1972-10,1972,10,0
1972-11,1972,11,14.2
1972-12,1972,12,49.5
1973-01,1973,1,10.4
1973-02,1973,2,24.9
1973-03,1973,3,14.2
1973-04,1973,4,1.3
1973-05,1973,5,0
1973-06,1973,6,0
1973-07,1973,7,0
1973-08,1973,8,0
1973-09,1973,9,0
1973-10,1973,10,0
1973-11,1973,11,3
1973-12,1973,12,58.4
1974-01,1974,1,30.5
1974-02,1974,2,25.7
1974-03,1974,3,16.5
1974-04,1974,4,0.8
1974-05,1974,5,0
1974-06,1974,6,0
1974-07,1974,7,0
1974-08,1974,8,0
1974-09,1974,9,0
1974-10,1974,10,0
1974-11,1974,11,1.5
1974-12,1974,12,27.4
1975-01,1975,1,13.2
1975-02,1975,2,29
1975-03,1975,3,26.4
1975-04,1975,4,24.4
1975-05,1975,5,0
1975-06,1975,6,0
1975-07,1975,7,0
1975-08,1975,8,0
1975-09,1975,9,0
1975-10,1975,10,0
1975-11,1975,11,0.8
1975-12,1975,12,64
1976-01,1976,1,53.1
1976-02,1976,2,4.8
1976-03,1976,3,37.8
1976-04,1976,4,10.2
1976-05,1976,5,0
1976-06,1976,6,0
1976-07,1976,7,0
1976-08,1976,8,0
1976-09,1976,9,0
1976-10,1976,10,0
1976-11,1976,11,3
1976-12,1976,12,40.9
1977-01,1977,1,70.8
1977-02,1977,2,6.2
1977-03,1977,3,22.6
1977-04,1977,4,1.9
1977-05,1977,5,0
1977-06,1977,6,0
1977-07,1977,7,0
1977-08,1977,8,0
1977-09,1977,9,0
1977-10,1977,10,0
1977-11,1977,11,5.8
1977-12,1977,12,67.6
1978-01,1978,1,63.4
1978-02,1978,2,28.3
1978-03,1978,3,11.4
1978-04,1978,4,0.8
1978-05,1978,5,0
1978-06,1978,6,0
1978-07,1978,7,0
1978-08,1978,8,0
1978-09,1978,9,0
1978-10,1978,10,0
1978-11,1978,11,13.4
1978-12,1978,12,14.2
1979-01,1979,1,55.4
1979-02,1979,2,26.2
1979-03,1979,3,1.2
1979-04,1979,4,37.6
1979-05,1979,5,0
1979-06,1979,6,0
1979-07,1979,7,0
1979-08,1979,8,0
1979-09,1979,9,0
1979-10,1979,10,0
1979-11,1979,11,0.8
1979-12,1979,12,56.3
1980-01,1980,1,10.8
1980-02,1980,2,14.9
1980-03,1980,3,38.1
1980-04,1980,4,0.2
1980-05,1980,5,0
1980-06,1980,6,0
1980-07,1980,7,0
1980-08,1980,8,0
1980-09,1980,9,0
1980-10,1980,10,0
1980-11,1980,11,10.9
1980-12,1980,12,28.3
1981-01,1981,1,27
1981-02,1981,2,24
1981-03,1981,3,4.1
1981-04,1981,4,0
1981-05,1981,5,0
1981-06,1981,6,0
1981-07,1981,7,0
1981-08,1981,8,0
1981-09,1981,9,0
1981-10,1981,10,0
1981-11,1981,11,0
1981-12,1981,12,24.8
1982-01,1982,1,69.3
1982-02,1982,2,28.8
1982-03,1982,3,29
1982-04,1982,4,7
1982-05,1982,5,0
1982-06,1982,6,0
1982-07,1982,7,0
1982-08,1982,8,0
1982-09,1982,9,0
1982-10,1982,10,0
1982-11,1982,11,2.6
1982-12,1982,12,29.8
1983-01,1983,1,10.8
1983-02,1983,2,9.6
1983-03,1983,3,18.6
1983-04,1983,4,1.6
1983-05,1983,5,0
1983-06,1983,6,0
1983-07,1983,7,0
1983-08,1983,8,0
1983-09,1983,9,0
1983-10,1983,10,0
1983-11,1983,11,18.3
1983-12,1983,12,34.3
1984-01,1984,1,43.7
1984-02,1984,2,47.7
1984-03,1984,3,23
1984-04,1984,4,0
1984-05,1984,5,0
1984-06,1984,6,0
1984-07,1984,7,0
1984-08,1984,8,0
1984-09,1984,9,0
1984-10,1984,10,0
1984-11,1984,11,0.2
1984-12,1984,12,24
1985-01,1985,1,42.4
1985-02,1985,2,47.6
1985-03,1985,3,33.4
1985-04,1985,4,5.4
1985-05,1985,5,0
1985-06,1985,6,0
1985-07,1985,7,0
1985-08,1985,8,0
1985-09,1985,9,0
1985-10,1985,10,0
1985-11,1985,11,13.8
1985-12,1985,12,27.4
1986-01,1986,1,25
1986-02,1986,2,31.2
1986-03,1986,3,15.2
1986-04,1986,4,2.4
1986-05,1986,5,0
1986-06,1986,6,0
1986-07,1986,7,0
1986-08,1986,8,0
1986-09,1986,9,0
1986-10,1986,10,0
1986-11,1986,11,14.4
1986-12,1986,12,23
1987-01,1987,1,67.2
1987-02,1987,2,12.4
1987-03,1987,3,25.5
1987-04,1987,4,4.2
1987-05,1987,5,0
1987-06,1987,6,0
1987-07,1987,7,0
1987-08,1987,8,0
1987-09,1987,9,0
1987-10,1987,10,0
1987-11,1987,11,7
1987-12,1987,12,9.8
1988-01,1988,1,13.4
1988-02,1988,2,56
1988-03,1988,3,6.2
1988-04,1988,4,0
1988-05,1988,5,0
1988-06,1988,6,0
1988-07,1988,7,0
1988-08,1988,8,0
1988-09,1988,9,0
1988-10,1988,10,0
1988-11,1988,11,0
1988-12,1988,12,18.8
1989-01,1989,1,12.6
1989-02,1989,2,29
1989-03,1989,3,19.4
1989-04,1989,4,7.4
1989-05,1989,5,0
1989-06,1989,6,0
1989-07,1989,7,0
1989-08,1989,8,0
1989-09,1989,9,0
1989-10,1989,10,0.2
1989-11,1989,11,15
1989-12,1989,12,42.2
1990-01,1990,1,20.6
1990-02,1990,2,38.8
1990-03,1990,3,7.8
1990-04,1990,4,1.8
1990-05,1990,5,0
1990-06,1990,6,0
1990-07,1990,7,0
1990-08,1990,8,0
1990-09,1990,9,0
1990-10,1990,10,0
1990-11,1990,11,0.6
1990-12,1990,12,30
1991-01,1991,1,32.8
1991-02,1991,2,25.8
1991-03,1991,3,11
1991-04,1991,4,4
1991-05,1991,5,0
1991-06,1991,6,0
1991-07,1991,7,0
1991-08,1991,8,0
1991-09,1991,9,0
1991-10,1991,10,0
1991-11,1991,11,17.8
1991-12,1991,12,38.6
1992-01,1992,1,16.2
1992-02,1992,2,10.2
1992-03,1992,3,12.6
1992-04,1992,4,1
1992-05,1992,5,0
1992-06,1992,6,0
1992-07,1992,7,0
1992-08,1992,8,0
1992-09,1992,9,0
1992-10,1992,10,0
1992-11,1992,11,7.2
1992-12,1992,12,37.4
1993-01,1993,1,37.8
1993-02,1993,2,50.6
1993-03,1993,3,28.2
1993-04,1993,4,1.8
1993-05,1993,5,0
1993-06,1993,6,0
1993-07,1993,7,0
1993-08,1993,8,0
1993-09,1993,9,0
1993-10,1993,10,0
1993-11,1993,11,1.8
1993-12,1993,12,2.8
1994-01,1994,1,75.4
1994-02,1994,2,33.2
1994-03,1994,3,28.8
1994-04,1994,4,10.4
1994-05,1994,5,0
1994-06,1994,6,0
1994-07,1994,7,0
1994-08,1994,8,0
1994-09,1994,9,0
1994-10,1994,10,0
1994-11,1994,11,4
1994-12,1994,12,24.4
1995-01,1995,1,25.2
1995-02,1995,2,14.2
1995-03,1995,3,4.6
1995-04,1995,4,3
1995-05,1995,5,0
1995-06,1995,6,0
1995-07,1995,7,0
1995-08,1995,8,0
1995-09,1995,9,0
1995-10,1995,10,0
1995-11,1995,11,31.2
1995-12,1995,12,26.4
1996-01,1996,1,19
1996-02,1996,2,12.8
1996-03,1996,3,33.6
1996-04,1996,4,19.8
1996-05,1996,5,0
1996-06,1996,6,0
1996-07,1996,7,0
1996-08,1996,8,0
1996-09,1996,9,0
1996-10,1996,10,0
1996-11,1996,11,10
1996-12,1996,12,31.6
1997-01,1997,1,57
1997-02,1997,2,32.2
1997-03,1997,3,39.6
1997-04,1997,4,4
1997-05,1997,5,0
1997-06,1997,6,0
1997-07,1997,7,0
1997-08,1997,8,0
1997-09,1997,9,0
1997-10,1997,10,1.2
1997-11,1997,11,29
1997-12,1997,12,11.8
1998-01,1998,1,38.8
1998-02,1998,2,0.8
1998-03,1998,3,34
1998-04,1998,4,0
1998-05,1998,5,0
1998-06,1998,6,0
1998-07,1998,7,0
1998-08,1998,8,0
1998-09,1998,9,0
1998-10,1998,10,0
1998-11,1998,11,0
1998-12,1998,12,6
1999-01,1999,1,118.4
1999-02,1999,2,5
1999-03,1999,3,25.8
1999-04,1999,4,7
1999-05,1999,5,0
1999-06,1999,6,0
1999-07,1999,7,0
1999-08,1999,8,0
1999-09,1999,9,0
1999-10,1999,10,0
1999-11,1999,11,1.2
1999-12,1999,12,3.8
2000-01,2000,1,20.6
2000-02,2000,2,37.8
2000-03,2000,3,11.8
2000-04,2000,4,7.6
2000-05,2000,5,0
2000-06,2000,6,0
2000-07,2000,7,0
2000-08,2000,8,0
2000-09,2000,9,0
2000-10,2000,10,0
2000-11,2000,11,1.2
2000-12,2000,12,76.2
2001-01,2001,1,15.2
2001-02,2001,2,37.6
2001-03,2001,3,35.4
2001-04,2001,4,0
2001-05,2001,5,0
2001-06,2001,6,0
2001-07,2001,7,0
2001-08,2001,8,0
2001-09,2001,9,0
2001-10,2001,10,0
2001-11,2001,11,0
2001-12,2001,12,10.8
2002-01,2002,1,23
2002-02,2002,2,6
2002-03,2002,3,15
2002-04,2002,4,16.6
2002-05,2002,5,0
2002-06,2002,6,0
2002-07,2002,7,0
2002-08,2002,8,0
2002-09,2002,9,0
2002-10,2002,10,0
2002-11,2002,11,26.6
2002-12,2002,12,13.5
2003-01,2003,1,55.6
2003-02,2003,2,32.4
2003-03,2003,3,24.6
2003-04,2003,4,9.8
2003-05,2003,5,0
2003-06,2003,6,0
2003-07,2003,7,0
2003-08,2003,8,0
2003-09,2003,9,0
2003-10,2003,10,0
2003-11,2003,11,7
2003-12,2003,12,14.4
2004-01,2004,1,64.3
2004-02,2004,2,15.5
2004-03,2004,3,8.9
2004-04,2004,4,0
2004-05,2004,5,0
2004-06,2004,6,0
2004-07,2004,7,0
2004-08,2004,8,0
2004-09,2004,9,0
2004-10,2004,10,0
2004-11,2004,11,0
2004-12,2004,12,32.6
2005-01,2005,1,27.8
2005-02,2005,2,41.8
2005-03,2005,3,17.8
2005-04,2005,4,19.4
2005-05,2005,5,0
2005-06,2005,6,0
2005-07,2005,7,0
2005-08,2005,8,0
2005-09,2005,9,0
2005-10,2005,10,0
2005-11,2005,11,8
2005-12,2005,12,32
2006-01,2006,1,7.6
2006-02,2006,2,21.6
2006-03,2006,3,0.8
2006-04,2006,4,0.4
2006-05,2006,5,0
2006-06,2006,6,0
2006-07,2006,7,0
2006-08,2006,8,0
2006-09,2006,9,0
2006-10,2006,10,0
2006-11,2006,11,0
2006-12,2006,12,0.8
